Account,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,0,30,60,90,REO,Current Prop Value,LTV,Avg OEP,Unemployment,Avg Values,Inventory,Days on Market
ACCT_8973,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,550000,1,,,,,570200,$0.97,0.04,7.10%,"$224,700","22,781",120
ACCT_8974,Salt Lake City,UT,MF,Chase,Bank,ARM,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_8975,Salt Lake City,UT,SFA,National City,Bank,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_8976,Salt Lake City,UT,SFA,EDS CU,Credit Union,FR,325924,,1,,,,219316,$1.49,-0.49,7.10%,"$224,700","22,781",120
ACCT_8977,Salt Lake City,UT,MF,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_8978,Salt Lake City,UT,SFA,EDS CU,Credit Union,ARM,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_8979,Salt Lake City,UT,SFA,BofA,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_8980,Salt Lake City,UT,MF,Fifth Third,Thrift,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_8981,Salt Lake City,UT,CO,National City,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_8982,Salt Lake City,UT,CO,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_8983,Salt Lake City,UT,CO,Wells,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_8984,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_8985,Salt Lake City,UT,CO,BofA,Bank,ARM,192172,,,1,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_8986,Salt Lake City,UT,MF,First Horizon,Mtg Company,ARM,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_8987,Salt Lake City,UT,SFA,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_8988,Salt Lake City,UT,SFA,PHH,Mtg Company,FR,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_8989,Salt Lake City,UT,MF,Wells,Bank,ARM,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_8990,Salt Lake City,UT,SFA,First Horizon,Mtg Company,FR,325924,1,,,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_8991,Salt Lake City,UT,SFA,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_8992,Salt Lake City,UT,MF,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_8993,Salt Lake City,UT,CO,Fifth Third,Thrift,FR,150121,,1,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_8994,Salt Lake City,UT,CO,PHH,Mtg Company,FR,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_8995,Salt Lake City,UT,CO,PHH,Mtg Company,ARM,192172,,,1,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_8996,Salt Lake City,UT,CO,Chase,Bank,ARM,150121,,,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_8997,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_8998,Salt Lake City,UT,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_8999,Salt Lake City,UT,SFA,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_9000,Salt Lake City,UT,SFA,EDS CU,Credit Union,ARM,150121,1,,,,,200000,$0.75,0.25,7.10%,"$224,700","22,781",120
ACCT_9001,Salt Lake City,UT,MF,PHH,Mtg Company,FR,550000,1,,,,,650000,$0.85,0.15,7.10%,"$224,700","22,781",120
ACCT_9002,Salt Lake City,UT,SFA,BofA,Bank,FR,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9003,Salt Lake City,UT,SFA,BofA,Bank,FR,150121,1,,,,,230000,$0.65,0.35,7.20%,"$187,345","24,341",240
ACCT_9004,Salt Lake City,UT,MF,Fifth Third,Thrift,FR,550000,,1,,,,555000,$0.99,0.01,7.10%,"$224,700","22,781",120
ACCT_9005,Salt Lake City,UT,CO,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_9006,Salt Lake City,UT,CO,Wells,Bank,ARM,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_9007,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,325924,1,,,,,340000,$0.96,0.04,7.10%,"$224,700","22,781",120
ACCT_9008,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_9009,Salt Lake City,UT,CO,BofA,Bank,FR,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9010,Salt Lake City,UT,MF,Fifth Third,Thrift,FR,150121,1,,,,,215000,$0.70,0.3,7.20%,"$187,345","24,341",240
ACCT_9011,Salt Lake City,UT,SFA,BofA,Bank,ARM,550000,1,,,,,800000,$0.69,0.31,7.10%,"$224,700","22,781",120
ACCT_9012,Salt Lake City,UT,SFA,EDS CU,Credit Union,FR,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9013,Salt Lake City,UT,MF,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_9014,Salt Lake City,UT,SFA,First Horizon,Mtg Company,FR,150121,,1,,1,,160000,$0.94,0.06,7.10%,"$224,700","22,781",120
ACCT_9015,Salt Lake City,UT,SFA,Wells,Bank,FR,550000,,,1,,,650000,$0.85,0.15,7.20%,"$187,345","24,341",240
ACCT_9016,Salt Lake City,UT,MF,Fifth Third,Thrift,FR,192172,,,1,,1,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9017,Salt Lake City,UT,CO,Fifth Third,Thrift,ARM,150121,,1,,,,175000,$0.86,0.14,6.30%,"$176,891","36,800",145
ACCT_9018,Salt Lake City,UT,CO,PHH,Mtg Company,ARM,550000,1,,,,,700000,$0.79,0.21,7.10%,"$224,700","22,781",120
ACCT_9019,Salt Lake City,UT,CO,Chase,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_9020,Salt Lake City,UT,CO,First Horizon,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_9021,Salt Lake City,UT,CO,First Horizon,Mtg Company,FR,150121,,,,1,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_9022,Salt Lake City,UT,MF,National City,Bank,ARM,550000,1,,,,,555555,$0.99,0.01,7.20%,"$187,345","24,341",240
ACCT_9023,Salt Lake City,UT,SFA,EDS CU,Credit Union,FR,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9024,Salt Lake City,UT,SFA,PHH,Mtg Company,FR,150121,,1,,1,,210000,$0.72,0.29,7.10%,"$224,700","22,781",120
ACCT_9025,Salt Lake City,UT,MF,PHH,Mtg Company,FR,550000,,,1,,,605000,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_9026,Salt Lake City,UT,SFA,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_9027,Salt Lake City,UT,SFA,Fifth Third,Thrift,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_9028,San Antonio,TX,MF,First Horizon,Mtg Company,FR,325924,,,1,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_9029,San Antonio,TX,SFA,First Horizon,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_9030,San Antonio,TX,CO,Chase,Bank,ARM,192172,,,1,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9031,San Antonio,TX,CO,PHH,Mtg Company,ARM,150121,1,,,,,210000,$0.72,0.29,10.60%,"$43,125","15,373",197
ACCT_9032,San Antonio,TX,CO,PHH,Mtg Company,FR,550000,1,,,,,570200,$0.97,0.04,7.20%,"$187,345","24,341",240
ACCT_9033,San Antonio,TX,CO,Wells,Bank,ARM,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9034,San Antonio,TX,MF,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9035,San Antonio,TX,SFA,National City,Bank,ARM,325924,,1,,,,219316,$1.49,-0.49,10.60%,"$43,125","15,373",197
ACCT_9036,San Antonio,TX,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9037,San Antonio,TX,MF,Chase,Bank,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9038,San Antonio,TX,SFA,Fifth Third,Thrift,FR,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9039,San Antonio,TX,SFA,BofA,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_9040,San Antonio,TX,MF,BofA,Bank,ARM,192172,,,1,,,160000,$1.20,-0.2,10.60%,"$43,125","15,373",197
ACCT_9041,San Antonio,TX,SFA,EDS CU,Credit Union,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_9042,San Antonio,TX,CO,First Horizon,Mtg Company,ARM,325924,,,1,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_9043,San Antonio,TX,CO,Wells,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9044,San Antonio,TX,CO,Wells,Bank,ARM,192172,,,1,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9045,San Antonio,TX,CO,Fifth Third,Thrift,FR,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9046,San Antonio,TX,MF,PHH,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_9047,San Antonio,TX,SFA,Chase,Bank,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9048,San Antonio,TX,MF,First Horizon,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9049,San Antonio,TX,MF,First Horizon,Mtg Company,FR,325924,1,,,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_9050,San Antonio,TX,SFA,Wells,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9051,San Antonio,TX,SFA,First Horizon,Mtg Company,ARM,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_9052,San Antonio,TX,MF,BofA,Bank,ARM,150121,,1,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9053,San Antonio,TX,SFA,BofA,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_9054,San Antonio,TX,CO,Chase,Bank,FR,192172,,,1,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9055,San Antonio,TX,CO,PHH,Mtg Company,ARM,150121,,,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9056,San Antonio,TX,CO,Wells,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_9057,San Antonio,TX,CO,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9058,San Antonio,TX,MF,EDS CU,Credit Union,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9059,San Antonio,TX,SFA,National City,Bank,FR,150121,1,,,,,200000,$0.75,0.25,10.60%,"$43,125","15,373",197
ACCT_9060,San Antonio,TX,MF,Chase,Bank,FR,550000,1,,,,,650000,$0.85,0.15,10.60%,"$43,125","15,373",197
ACCT_9061,San Antonio,TX,MF,National City,Bank,FR,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9062,San Antonio,TX,SFA,Fifth Third,Thrift,ARM,150121,1,,,,,230000,$0.65,0.35,10.60%,"$43,125","15,373",197
ACCT_9063,San Antonio,TX,SFA,BofA,Bank,ARM,550000,,1,,,,555000,$0.99,0.01,7.20%,"$187,345","24,341",240
ACCT_9064,San Antonio,TX,MF,EDS CU,Credit Union,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9065,San Antonio,TX,SFA,BofA,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_9066,San Antonio,TX,CO,First Horizon,Mtg Company,ARM,325924,1,,,,,340000,$0.96,0.04,10.60%,"$43,125","15,373",197
ACCT_9067,San Antonio,TX,CO,Wells,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_9068,San Antonio,TX,CO,Fifth Third,Thrift,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9069,San Antonio,TX,CO,BofA,Bank,FR,150121,1,,,,,215000,$0.70,0.3,10.60%,"$43,125","15,373",197
ACCT_9070,San Antonio,TX,MF,BofA,Bank,FR,550000,1,,,,,800000,$0.69,0.31,6.30%,"$176,891","36,800",145
ACCT_9071,San Antonio,TX,SFA,Fifth Third,Thrift,FR,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9072,San Antonio,TX,MF,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_9073,San Antonio,TX,MF,Wells,Bank,ARM,150121,,1,,1,,160000,$0.94,0.06,10.60%,"$43,125","15,373",197
ACCT_9074,San Antonio,TX,SFA,Wells,Bank,ARM,550000,,,1,,,650000,$0.85,0.15,10.60%,"$43,125","15,373",197
ACCT_9075,San Antonio,TX,SFA,First Horizon,Mtg Company,ARM,192172,,,1,,1,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9076,San Antonio,TX,MF,BofA,Bank,FR,150121,,1,,,,175000,$0.86,0.14,10.60%,"$43,125","15,373",197
ACCT_9077,San Antonio,TX,SFA,Chase,Bank,ARM,550000,1,,,,,700000,$0.79,0.21,7.10%,"$224,700","22,781",120
ACCT_9078,San Antonio,TX,CO,Chase,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9079,San Antonio,TX,CO,PHH,Mtg Company,ARM,240287,,,,,1,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_9080,San Antonio,TX,CO,Wells,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_9081,San Antonio,TX,CO,EDS CU,Credit Union,FR,550000,1,,,,,555555,$0.99,0.01,10.60%,"$43,125","15,373",197
ACCT_9082,San Antonio,TX,MF,EDS CU,Credit Union,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_9083,San Antonio,TX,SFA,National City,Bank,FR,150121,,1,,1,,210000,$0.72,0.29,10.60%,"$43,125","15,373",197
ACCT_9084,San Antonio,TX,MF,Chase,Bank,ARM,550000,,,1,,,605000,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9085,San Antonio,TX,MF,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9086,San Antonio,TX,SFA,Fifth Third,Thrift,ARM,240287,,,,,1,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_9087,San Antonio,TX,SFA,BofA,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_9088,San Antonio,TX,MF,EDS CU,Credit Union,ARM,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_9089,San Antonio,TX,SFA,National City,Bank,FR,192172,,,1,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9090,San Antonio,TX,CO,EDS CU,Credit Union,ARM,150121,1,,,,,210000,$0.72,0.29,10.60%,"$43,125","15,373",197
ACCT_9091,San Antonio,TX,CO,PHH,Mtg Company,FR,550000,1,,,,,570200,$0.97,0.04,10.60%,"$43,125","15,373",197
ACCT_9092,San Antonio,TX,CO,PHH,Mtg Company,FR,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9093,San Antonio,TX,CO,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_9094,San Antonio,TX,MF,Fifth Third,Thrift,FR,325924,,1,,,,219316,$1.49,-0.49,6.30%,"$176,891","36,800",145
ACCT_9095,San Antonio,TX,SFA,National City,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9096,San Antonio,TX,MF,National City,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9097,San Antonio,TX,MF,Wells,Bank,ARM,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9098,San Antonio,TX,SFA,First Horizon,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_9099,San Antonio,TX,SFA,BofA,Bank,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_9100,San Antonio,TX,MF,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_9101,San Antonio,TX,SFA,Chase,Bank,ARM,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_9102,San Antonio,TX,CO,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9103,San Antonio,TX,CO,Wells,Bank,FR,192172,,,1,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9104,San Antonio,TX,CO,Wells,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_9105,San Antonio,TX,CO,EDS CU,Credit Union,FR,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_9106,San Antonio,TX,MF,National City,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_9107,San Diego,CA,SFA,National City,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_9108,San Diego,CA,SFA,National City,Bank,FR,325924,1,,,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_9109,San Diego,CA,MF,Fifth Third,Thrift,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_9110,San Diego,CA,CO,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_9111,San Diego,CA,CO,EDS CU,Credit Union,ARM,150121,,1,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_9112,San Diego,CA,MF,EDS CU,Credit Union,ARM,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_9113,San Diego,CA,MF,First Horizon,Mtg Company,FR,192172,,,1,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9114,San Diego,CA,CO,Wells,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_9115,San Diego,CA,MF,Fifth Third,Thrift,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_9116,San Diego,CA,SFA,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_9117,San Diego,CA,SFA,PHH,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9118,San Diego,CA,SFA,Chase,Bank,FR,150121,1,,,,,200000,$0.75,0.25,7.10%,"$224,700","22,781",120
ACCT_9119,San Diego,CA,SFA,First Horizon,Mtg Company,FR,550000,1,,,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_9120,San Diego,CA,SFA,First Horizon,Mtg Company,FR,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_9121,San Diego,CA,MF,National City,Bank,FR,150121,1,,,,,230000,$0.65,0.35,6.30%,"$176,891","36,800",145
ACCT_9122,San Diego,CA,CO,EDS CU,Credit Union,ARM,550000,,1,,,,555000,$0.99,0.01,7.20%,"$187,345","24,341",240
ACCT_9123,San Diego,CA,CO,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_9124,San Diego,CA,MF,PHH,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9125,San Diego,CA,MF,BofA,Bank,FR,325924,1,,,,,340000,$0.96,0.04,7.10%,"$224,700","22,781",120
ACCT_9126,San Diego,CA,CO,Fifth Third,Thrift,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_9127,San Diego,CA,MF,National City,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9128,San Diego,CA,SFA,National City,Bank,FR,150121,1,,,,,215000,$0.70,0.3,6.30%,"$176,891","36,800",145
ACCT_9129,San Diego,CA,SFA,EDS CU,Credit Union,FR,550000,1,,,,,800000,$0.69,0.31,6.30%,"$176,891","36,800",145
ACCT_9130,San Diego,CA,SFA,National City,Bank,FR,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_9131,San Diego,CA,SFA,Chase,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9132,San Diego,CA,SFA,National City,Bank,FR,150121,,1,,1,,160000,$0.94,0.06,10.60%,"$43,125","15,373",197
ACCT_9133,San Diego,CA,MF,Fifth Third,Thrift,ARM,550000,,,1,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_9134,San Diego,CA,CO,BofA,Bank,ARM,192172,,,1,,1,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9135,San Diego,CA,CO,EDS CU,Credit Union,FR,150121,,1,,,,175000,$0.86,0.14,6.30%,"$176,891","36,800",145
ACCT_9136,San Diego,CA,MF,First Horizon,Mtg Company,FR,550000,1,,,,,700000,$0.79,0.21,6.30%,"$176,891","36,800",145
ACCT_9137,San Diego,CA,MF,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_9138,San Diego,CA,CO,Wells,Bank,ARM,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9139,San Diego,CA,MF,Fifth Third,Thrift,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_9140,San Diego,CA,SFA,PHH,Mtg Company,FR,550000,1,,,,,555555,$0.99,0.01,6.30%,"$176,891","36,800",145
ACCT_9141,San Diego,CA,SFA,PHH,Mtg Company,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_9142,San Diego,CA,SFA,Chase,Bank,FR,150121,,1,,1,,210000,$0.72,0.29,7.10%,"$224,700","22,781",120
ACCT_9143,San Diego,CA,SFA,First Horizon,Mtg Company,FR,550000,,,1,,,605000,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_9144,San Diego,CA,SFA,National City,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_9145,San Diego,CA,MF,National City,Bank,ARM,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9146,San Diego,CA,CO,EDS CU,Credit Union,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_9147,San Diego,CA,CO,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_9148,San Diego,CA,MF,Chase,Bank,FR,192172,,,1,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_9149,San Diego,CA,MF,PHH,Mtg Company,ARM,150121,1,,,,,210000,$0.72,0.29,7.10%,"$224,700","22,781",120
ACCT_9150,San Diego,CA,CO,PHH,Mtg Company,FR,550000,1,,,,,570200,$0.97,0.04,6.30%,"$176,891","36,800",145
ACCT_9151,San Diego,CA,MF,Wells,Bank,FR,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_9152,San Diego,CA,SFA,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9153,San Diego,CA,SFA,National City,Bank,FR,325924,,1,,,,219316,$1.49,-0.49,6.30%,"$176,891","36,800",145
ACCT_9154,San Diego,CA,SFA,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_9155,San Diego,CA,SFA,Chase,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_9156,San Diego,CA,SFA,Fifth Third,Thrift,ARM,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_9157,San Diego,CA,MF,BofA,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_9158,San Diego,CA,CO,BofA,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_9159,San Diego,CA,CO,EDS CU,Credit Union,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_9160,San Diego,CA,MF,First Horizon,Mtg Company,ARM,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_9161,San Diego,CA,MF,Wells,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_9162,San Diego,CA,CO,Wells,Bank,FR,192172,,,1,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_9163,San Diego,CA,MF,Fifth Third,Thrift,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_9164,San Diego,CA,SFA,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
