PropID,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,Current Prop Value,Loan Status
10580,Kansas City,MO,SFA,PHH,Mtg Company,FR,250638,275977,0
10581,Kansas City,MO,SFA,Wells,Bank,ARM,240287,296515,REO
10582,Kansas City,MO,SFA,PHH,Mtg Company,ARM,150121,101982,90
10583,Kansas City,MO,SFA,EDS CU,Credit Union,FR,550000,555555,0
10584,Kansas City,MO,SFA,National City,Bank,FR,192172,196481,0
10585,Kansas City,MO,MF,Chase,Bank,FR,150121,210000,30
10585,Kansas City,MO,MF,Chase,Bank,FR,150121,210000,90
10586,Kansas City,MO,CO,National City,Bank,ARM,550000,605000,60
10587,Kansas City,MO,CO,Fifth Third,Thrift,FR,250638,275977,0
10588,Kansas City,MO,MF,BofA,Bank,FR,240287,296515,REO
10589,Kansas City,MO,MF,EDS CU,Credit Union,FR,325924,310281,60
10590,Kansas City,MO,CO,First Horizon,Mtg Company,FR,550000,449533,90
10591,Kansas City,MO,MF,First Horizon,Mtg Company,FR,192172,196481,60
10592,Kansas City,MO,SFA,Wells,Bank,ARM,150121,210000,0
10593,Kansas City,MO,SFA,Fifth Third,Thrift,ARM,550000,570200,0
10594,Kansas City,MO,SFA,PHH,Mtg Company,FR,192172,196481,0
10595,Kansas City,MO,SFA,PHH,Mtg Company,FR,240287,296515,0
10596,Kansas City,MO,SFA,Chase,Bank,FR,325924,219316,30
10597,Kansas City,MO,MF,First Horizon,Mtg Company,ARM,250638,275977,0
10598,Kansas City,MO,CO,Wells,Bank,FR,192172,196481,30
10599,Kansas City,MO,CO,First Horizon,Mtg Company,FR,150121,101982,30
10600,Kansas City,MO,MF,First Horizon,Mtg Company,FR,550000,449533,90
10601,Kansas City,MO,MF,BofA,Bank,FR,192172,160000,60
10602,Kansas City,MO,CO,Chase,Bank,FR,240287,296515,0
10603,Kansas City,MO,MF,PHH,Mtg Company,ARM,325924,310281,60
10604,Kansas City,MO,SFA,PHH,Mtg Company,ARM,250638,275977,0
10605,Kansas City,MO,SFA,Wells,Bank,FR,192172,196481,60
10606,Kansas City,MO,SFA,EDS CU,Credit Union,FR,150121,101982,30
10607,Kansas City,MO,SFA,National City,Bank,FR,550000,449533,90
10608,Kansas City,MO,SFA,National City,Bank,ARM,192172,196481,30
10609,Kansas City,MO,MF,Chase,Bank,FR,150121,101982,30
10610,Kansas City,MO,CO,Fifth Third,Thrift,FR,325924,310281,0
10611,Kansas City,MO,CO,BofA,Bank,FR,250638,275977,0
10612,Kansas City,MO,MF,BofA,Bank,FR,240287,296515,0
10613,Kansas City,MO,MF,EDS CU,Credit Union,FR,150121,101982,30
10613,Kansas City,MO,MF,EDS CU,Credit Union,FR,150121,101982,90
10614,Kansas City,MO,CO,First Horizon,Mtg Company,ARM,550000,449533,60
10615,Kansas City,MO,MF,Wells,Bank,ARM,192172,196481,60
11170,Miami,FL,MF,Chase,Bank,FR,192172,170000,60
11171,Miami,FL,SFA,PHH,Mtg Company,FR,240287,200000,60
11172,Miami,FL,SFA,Chase,Bank,FR,192172,175000,30
11173,Miami,FL,CO,PHH,Mtg Company,ARM,240287,296515,0
11174,Miami,FL,SFA,Chase,Bank,FR,150121,145000,30
11174,Miami,FL,SFA,Chase,Bank,FR,150121,145000,90
11175,Miami,FL,CO,PHH,Mtg Company,FR,550000,475000,60
11176,Miami,FL,MF,National City,Bank,FR,192172,180000,60
11176,Miami,FL,MF,National City,Bank,FR,192172,180000,REO
11177,Miami,FL,SFA,EDS CU,Credit Union,FR,150121,175000,30
11178,Miami,FL,CO,EDS CU,Credit Union,FR,550000,700000,0
11179,Miami,FL,CO,National City,Bank,FR,250638,275977,0
11180,Miami,FL,CO,PHH,Mtg Company,ARM,240287,296515,REO
11181,Miami,FL,MF,Chase,Bank,FR,150121,101982,90
11182,Miami,FL,CO,PHH,Mtg Company,ARM,550000,500000,0
11183,Miami,FL,MF,National City,Bank,ARM,192172,165000,60
11184,Miami,FL,CO,BofA,Bank,ARM,150121,120000,90
11185,Miami,FL,MF,Fifth Third,Thrift,ARM,550000,470000,60
11186,Miami,FL,CO,Fifth Third,Thrift,FR,250638,275977,0
11187,Miami,FL,MF,BofA,Bank,ARM,240287,296515,0
11188,Miami,FL,MF,National City,Bank,FR,325924,310281,60
11189,Miami,FL,SFA,EDS CU,Credit Union,FR,550000,449533,90
11190,Miami,FL,SFA,National City,Bank,ARM,192172,180000,60
11191,Miami,FL,CO,BofA,Bank,FR,150121,125000,60
11192,Miami,FL,SFA,Wells,Bank,FR,550000,525000,30
11193,Miami,FL,SFA,First Horizon,Mtg Company,FR,192172,196481,0
11194,Miami,FL,MF,First Horizon,Mtg Company,FR,240287,296515,0
11195,Miami,FL,SFA,Wells,Bank,ARM,325924,219316,30
11196,Miami,FL,SFA,BofA,Bank,FR,250638,275977,0
11197,Miami,FL,CO,Fifth Third,Thrift,FR,192172,196481,30
11198,Miami,FL,SFA,BofA,Bank,FR,150121,101982,30
11199,Miami,FL,CO,Wells,Bank,FR,550000,449533,90
11200,Miami,FL,MF,Chase,Bank,FR,192172,160000,60
11201,Miami,FL,SFA,PHH,Mtg Company,FR,240287,296515,0
11202,Miami,FL,CO,PHH,Mtg Company,ARM,325924,310281,60
11203,Miami,FL,CO,Chase,Bank,FR,250638,275977,0
11204,Miami,FL,CO,Wells,Bank,ARM,192172,150505,60
11205,Miami,FL,MF,First Horizon,Mtg Company,ARM,150121,101982,30
11206,Miami,FL,CO,PHH,Mtg Company,ARM,550000,449533,90
11207,Miami,FL,MF,Chase,Bank,ARM,192172,196481,30
11208,Miami,FL,CO,EDS CU,Credit Union,FR,150121,101982,30
11209,Miami,FL,MF,National City,Bank,ARM,325924,310281,60
11210,Miami,FL,CO,National City,Bank,FR,250638,275977,0
11211,Miami,FL,MF,EDS CU,Credit Union,FR,240287,296515,0
11212,Miami,FL,MF,Chase,Bank,ARM,150121,101982,30
11212,Miami,FL,MF,Chase,Bank,ARM,150121,101982,90
11213,Miami,FL,SFA,PHH,Mtg Company,FR,550000,449533,60
11214,Miami,FL,SFA,PHH,Mtg Company,FR,192172,169000,60
11215,Miami,FL,CO,Chase,Bank,FR,150121,101982,90
11216,Miami,FL,SFA,PHH,Mtg Company,FR,550000,449533,60
11217,Miami,FL,SFA,Chase,Bank,ARM,250638,275977,0
11218,Miami,FL,MF,Chase,Bank,FR,240287,296515,REO
11219,Miami,FL,SFA,PHH,Mtg Company,FR,150121,200000,0
11220,Miami,FL,SFA,First Horizon,Mtg Company,FR,550000,650000,0
11221,Miami,FL,CO,Wells,Bank,FR,192172,171171,60
11222,Miami,FL,SFA,National City,Bank,FR,150121,230000,0
11223,Miami,FL,CO,EDS CU,Credit Union,FR,550000,545545,30
11224,Miami,FL,MF,National City,Bank,ARM,250638,275977,0
11225,Miami,FL,SFA,EDS CU,Credit Union,FR,240287,200000,60
11226,Miami,FL,CO,EDS CU,Credit Union,ARM,325924,340000,0
11227,Miami,FL,CO,National City,Bank,ARM,550000,449533,90
11228,Miami,FL,CO,PHH,Mtg Company,ARM,192172,175123,30
11229,Miami,FL,MF,Chase,Bank,ARM,192172,170000,60
11230,Miami,FL,CO,BofA,Bank,FR,240287,200000,60
11231,Miami,FL,MF,Fifth Third,Thrift,ARM,192172,175000,30
11232,Miami,FL,CO,BofA,Bank,FR,240287,296515,0
11233,Miami,FL,MF,Fifth Third,Thrift,FR,150121,145000,30
11233,Miami,FL,MF,Fifth Third,Thrift,FR,150121,145000,90
11234,Miami,FL,CO,Fifth Third,Thrift,ARM,550000,475000,60
11235,Miami,FL,MF,BofA,Bank,FR,192172,180000,60
11235,Miami,FL,MF,BofA,Bank,FR,192172,180000,REO
11236,Miami,FL,MF,National City,Bank,FR,150121,175000,30
11237,Miami,FL,SFA,EDS CU,Credit Union,FR,550000,700000,0
11238,Miami,FL,SFA,Wells,Bank,FR,250638,275977,0
11239,Miami,FL,CO,First Horizon,Mtg Company,ARM,240287,296515,REO
11240,Miami,FL,SFA,Wells,Bank,FR,150121,101982,90
11241,Miami,FL,SFA,First Horizon,Mtg Company,FR,550000,500000,0
11242,Miami,FL,MF,First Horizon,Mtg Company,FR,192172,165000,60
11243,Miami,FL,SFA,Wells,Bank,FR,150121,120000,90
11244,Miami,FL,SFA,BofA,Bank,FR,550000,470000,60
11245,Miami,FL,CO,Fifth Third,Thrift,FR,250638,275977,0
11246,Miami,FL,SFA,Chase,Bank,ARM,240287,296515,0
11247,Miami,FL,CO,PHH,Mtg Company,FR,325924,310281,60
11248,Miami,FL,MF,Chase,Bank,ARM,550000,449533,90
11249,Miami,FL,SFA,PHH,Mtg Company,ARM,192172,180000,60
11250,Miami,FL,CO,PHH,Mtg Company,ARM,150121,125000,60
11251,Miami,FL,CO,Chase,Bank,ARM,550000,525000,30
11252,Miami,FL,CO,Wells,Bank,FR,192172,196481,0
11253,Miami,FL,MF,First Horizon,Mtg Company,ARM,240287,296515,0
11254,Miami,FL,CO,First Horizon,Mtg Company,FR,325924,219316,30
11255,Miami,FL,MF,Wells,Bank,FR,250638,275977,0
11256,Miami,FL,CO,Wells,Bank,ARM,192172,196481,30
11257,Miami,FL,MF,First Horizon,Mtg Company,FR,150121,101982,30
11258,Miami,FL,CO,Wells,Bank,FR,550000,449533,90
11259,Miami,FL,MF,BofA,Bank,FR,192172,160000,60
11260,Miami,FL,MF,Fifth Third,Thrift,FR,240287,296515,0
11261,Miami,FL,SFA,BofA,Bank,ARM,325924,310281,60
11262,Miami,FL,SFA,PHH,Mtg Company,FR,250638,275977,0
11263,Miami,FL,CO,Chase,Bank,FR,192172,150505,60
11264,Miami,FL,SFA,Chase,Bank,FR,150121,101982,30
11265,Miami,FL,SFA,PHH,Mtg Company,FR,550000,449533,90
11266,Miami,FL,MF,First Horizon,Mtg Company,FR,192172,196481,30
11267,Miami,FL,SFA,Wells,Bank,FR,150121,101982,30
11268,Miami,FL,SFA,First Horizon,Mtg Company,ARM,325924,310281,60
11269,Miami,FL,CO,Wells,Bank,FR,250638,275977,0
11270,Miami,FL,SFA,National City,Bank,ARM,240287,296515,0
11271,Miami,FL,CO,EDS CU,Credit Union,ARM,150121,101982,30
11271,Miami,FL,CO,EDS CU,Credit Union,ARM,150121,101982,90
11272,Miami,FL,MF,EDS CU,Credit Union,ARM,550000,449533,60
11273,Miami,FL,SFA,National City,Bank,ARM,192172,169000,60
11274,Miami,FL,CO,PHH,Mtg Company,FR,150121,101982,90
11275,Miami,FL,CO,Chase,Bank,ARM,550000,449533,60
11276,Miami,FL,CO,PHH,Mtg Company,FR,250638,275977,0
11277,Miami,FL,MF,Chase,Bank,FR,240287,296515,REO
11278,Miami,FL,CO,BofA,Bank,ARM,150121,200000,0
11279,Miami,FL,MF,Fifth Third,Thrift,FR,550000,650000,0
11280,Miami,FL,CO,Fifth Third,Thrift,FR,192172,171171,60
11281,Miami,FL,MF,BofA,Bank,FR,150121,230000,0
11282,Miami,FL,CO,National City,Bank,FR,550000,545545,30
11283,Miami,FL,MF,EDS CU,Credit Union,ARM,250638,275977,0
11284,Miami,FL,MF,National City,Bank,FR,240287,200000,60
11285,Miami,FL,SFA,EDS CU,Credit Union,FR,325924,340000,0
11286,Miami,FL,SFA,Wells,Bank,FR,550000,449533,90
11287,Miami,FL,CO,First Horizon,Mtg Company,FR,192172,175123,30
11288,Miami,FL,SFA,First Horizon,Mtg Company,FR,192172,170000,60
11289,Miami,FL,SFA,Wells,Bank,FR,240287,200000,60
11290,Miami,FL,MF,BofA,Bank,ARM,192172,175000,30
11291,Miami,FL,SFA,Fifth Third,Thrift,FR,240287,296515,0
11292,Miami,FL,SFA,BofA,Bank,ARM,150121,145000,30
11292,Miami,FL,SFA,BofA,Bank,ARM,150121,145000,90
11293,Miami,FL,CO,Fifth Third,Thrift,ARM,550000,475000,60
11294,Miami,FL,SFA,Fifth Third,Thrift,ARM,192172,180000,60
11294,Miami,FL,SFA,Fifth Third,Thrift,ARM,192172,180000,REO
11295,Miami,FL,CO,BofA,Bank,ARM,150121,175000,30
11296,Miami,FL,MF,BofA,Bank,FR,550000,700000,0
11297,Miami,FL,SFA,Fifth Third,Thrift,ARM,250638,275977,0
11298,Miami,FL,CO,EDS CU,Credit Union,FR,240287,296515,REO
11299,Miami,FL,CO,National City,Bank,FR,150121,101982,90
11300,Miami,FL,CO,BofA,Bank,ARM,550000,500000,0
11301,Miami,FL,MF,Fifth Third,Thrift,FR,192172,165000,60
11302,Miami,FL,CO,First Horizon,Mtg Company,FR,150121,120000,90
11303,Miami,FL,MF,Wells,Bank,FR,550000,470000,60
11304,Miami,FL,CO,Wells,Bank,FR,250638,275977,0
11305,Miami,FL,MF,First Horizon,Mtg Company,ARM,240287,296515,0
11306,Miami,FL,CO,Fifth Third,Thrift,FR,325924,310281,60
11307,Miami,FL,MF,BofA,Bank,FR,550000,449533,90
11308,Miami,FL,MF,Wells,Bank,FR,192172,180000,60
11309,Miami,FL,SFA,First Horizon,Mtg Company,FR,150121,125000,60
11310,Miami,FL,SFA,PHH,Mtg Company,FR,550000,525000,30
11311,Miami,FL,CO,Chase,Bank,FR,192172,196481,0
11312,Miami,FL,SFA,Chase,Bank,ARM,240287,296515,0
11313,Miami,FL,SFA,PHH,Mtg Company,FR,325924,219316,30
11314,Miami,FL,MF,First Horizon,Mtg Company,ARM,250638,275977,0
11315,Miami,FL,SFA,Wells,Bank,ARM,192172,196481,30
11316,Miami,FL,SFA,Chase,Bank,ARM,150121,101982,30
11317,Miami,FL,CO,PHH,Mtg Company,ARM,550000,449533,90
11318,Miami,FL,SFA,National City,Bank,FR,192172,160000,60
11319,Miami,FL,CO,EDS CU,Credit Union,ARM,240287,296515,0
11320,Miami,FL,MF,EDS CU,Credit Union,FR,325924,310281,60
11321,Miami,FL,SFA,National City,Bank,FR,250638,275977,0
11322,Miami,FL,CO,PHH,Mtg Company,ARM,192172,150505,60
11323,Miami,FL,CO,Chase,Bank,FR,150121,101982,30
11324,Miami,FL,CO,EDS CU,Credit Union,FR,550000,449533,90
11325,Miami,FL,MF,National City,Bank,FR,192172,196481,30
11326,Miami,FL,MF,Fifth Third,Thrift,ARM,150121,101982,30
11327,Nashville,TN,CO,EDS CU,Credit Union,ARM,325924,310281,60
11328,Nashville,TN,SFA,EDS CU,Credit Union,FR,250638,275977,0
11329,Nashville,TN,SFA,BofA,Bank,FR,240287,296515,0
11330,Nashville,TN,CO,BofA,Bank,ARM,150121,101982,30
11330,Nashville,TN,CO,BofA,Bank,ARM,150121,101982,90
11331,Nashville,TN,CO,Fifth Third,Thrift,FR,550000,449533,60
11332,Nashville,TN,SFA,National City,Bank,FR,192172,169000,60
11333,Nashville,TN,MF,Wells,Bank,FR,150121,101982,90
11334,Nashville,TN,MF,Wells,Bank,FR,550000,449533,60
11335,Nashville,TN,MF,First Horizon,Mtg Company,FR,250638,275977,0
11336,Nashville,TN,MF,BofA,Bank,FR,240287,296515,REO
11337,Nashville,TN,MF,Chase,Bank,ARM,150121,200000,0
11338,Nashville,TN,SFA,Chase,Bank,ARM,550000,650000,0
11339,Nashville,TN,CO,PHH,Mtg Company,FR,192172,171171,60
11340,Nashville,TN,SFA,Wells,Bank,FR,150121,230000,0
11341,Nashville,TN,SFA,EDS CU,Credit Union,ARM,550000,545545,30
11342,Nashville,TN,CO,EDS CU,Credit Union,FR,250638,275977,0
11343,Nashville,TN,CO,National City,Bank,FR,240287,200000,60
11344,Nashville,TN,SFA,Chase,Bank,FR,325924,340000,0
11345,Nashville,TN,MF,Fifth Third,Thrift,FR,550000,449533,90
11346,Nashville,TN,MF,Fifth Third,Thrift,FR,192172,175123,30
11347,Nashville,TN,MF,BofA,Bank,FR,240287,296515,0
11348,Nashville,TN,MF,EDS CU,Credit Union,ARM,150121,160000,30
11348,Nashville,TN,MF,EDS CU,Credit Union,ARM,150121,160000,90
11349,Nashville,TN,MF,National City,Bank,ARM,550000,650000,60
11350,Nashville,TN,SFA,EDS CU,Credit Union,FR,192172,196481,60
11350,Nashville,TN,SFA,EDS CU,Credit Union,FR,192172,196481,REO
11351,Nashville,TN,CO,PHH,Mtg Company,FR,150121,175000,30
11352,Nashville,TN,SFA,PHH,Mtg Company,ARM,550000,700000,0
11353,Nashville,TN,SFA,BofA,Bank,FR,250638,275977,0
11354,Nashville,TN,CO,Fifth Third,Thrift,FR,240287,296515,REO
11355,Nashville,TN,CO,National City,Bank,FR,150121,101982,90
11356,Nashville,TN,SFA,National City,Bank,FR,550000,555555,0
11357,Nashville,TN,MF,Wells,Bank,FR,192172,196481,0
11358,Nashville,TN,MF,First Horizon,Mtg Company,FR,150121,210000,30
11358,Nashville,TN,MF,First Horizon,Mtg Company,FR,150121,210000,90
11359,Nashville,TN,MF,BofA,Bank,ARM,550000,605000,60
11360,Nashville,TN,MF,BofA,Bank,ARM,250638,275977,0
11361,Nashville,TN,MF,Chase,Bank,FR,240287,296515,REO
11362,Nashville,TN,SFA,PHH,Mtg Company,FR,325924,310281,60
11363,Nashville,TN,CO,Wells,Bank,ARM,550000,449533,90
11364,Nashville,TN,SFA,Wells,Bank,FR,192172,196481,60
11365,Nashville,TN,SFA,EDS CU,Credit Union,FR,150121,210000,0
11366,Nashville,TN,CO,National City,Bank,FR,550000,570200,0
11367,Nashville,TN,CO,Chase,Bank,FR,192172,196481,0
11368,Nashville,TN,SFA,Chase,Bank,FR,240287,296515,0
11369,Nashville,TN,MF,PHH,Mtg Company,FR,325924,219316,30
11370,Nashville,TN,MF,Chase,Bank,ARM,250638,275977,0
11371,Nashville,TN,MF,First Horizon,Mtg Company,ARM,192172,196481,30
11372,Nashville,TN,MF,Chase,Bank,FR,150121,101982,30
11373,Nashville,TN,MF,National City,Bank,FR,550000,449533,90
11374,Nashville,TN,SFA,EDS CU,Credit Union,ARM,192172,160000,60
11375,Nashville,TN,CO,PHH,Mtg Company,FR,240287,296515,0
11376,Nashville,TN,SFA,EDS CU,Credit Union,FR,325924,310281,60
11377,Nashville,TN,SFA,BofA,Bank,FR,250638,275977,0
11378,Nashville,TN,CO,Fifth Third,Thrift,FR,192172,196481,60
11379,Nashville,TN,CO,National City,Bank,FR,150121,101982,30
11380,Nashville,TN,SFA,Fifth Third,Thrift,FR,550000,449533,90
11381,Nashville,TN,MF,Wells,Bank,ARM,192172,196481,30
11382,Nashville,TN,MF,First Horizon,Mtg Company,ARM,150121,101982,30
11383,Nashville,TN,MF,BofA,Bank,FR,325924,310281,0
11384,Nashville,TN,MF,First Horizon,Mtg Company,FR,250638,275977,0
11385,Nashville,TN,MF,Chase,Bank,ARM,240287,296515,0
11386,Nashville,TN,SFA,PHH,Mtg Company,FR,150121,101982,30
11386,Nashville,TN,SFA,PHH,Mtg Company,FR,150121,101982,90
11387,Nashville,TN,CO,Wells,Bank,FR,550000,449533,60
11388,Nashville,TN,SFA,First Horizon,Mtg Company,FR,192172,196481,60
11389,Nashville,TN,SFA,First Horizon,Mtg Company,FR,150121,101982,90
11390,Nashville,TN,CO,Wells,Bank,FR,550000,449533,60
11391,Nashville,TN,CO,Fifth Third,Thrift,FR,250638,275977,0
11392,Nashville,TN,SFA,PHH,Mtg Company,ARM,240287,296515,REO
11393,Nashville,TN,MF,PHH,Mtg Company,ARM,150121,200000,0
11394,Nashville,TN,MF,Chase,Bank,FR,550000,650000,0
11395,Nashville,TN,MF,First Horizon,Mtg Company,FR,192172,196481,0
11396,Nashville,TN,MF,National City,Bank,ARM,150121,230000,0
11397,Nashville,TN,MF,National City,Bank,FR,550000,555000,30
11398,Nashville,TN,SFA,EDS CU,Credit Union,FR,250638,275977,0
11399,Nashville,TN,CO,PHH,Mtg Company,FR,240287,296515,REO
11400,Nashville,TN,SFA,BofA,Bank,FR,325924,340000,0
11401,Nashville,TN,SFA,BofA,Bank,FR,550000,449533,90
11402,Nashville,TN,CO,Fifth Third,Thrift,FR,192172,196481,30
11403,Nashville,TN,CO,National City,Bank,ARM,150121,215000,0
11404,Nashville,TN,SFA,Wells,Bank,ARM,550000,800000,0
11405,Nashville,TN,MF,First Horizon,Mtg Company,FR,192172,196481,0
11406,New Orleans,LA,SFA,Chase,Bank,ARM,240287,296515,0
11407,New Orleans,LA,SFA,Chase,Bank,FR,192172,196481,30
11408,New Orleans,LA,MF,National City,Bank,FR,240287,296515,0
11409,New Orleans,LA,SFA,National City,Bank,ARM,150121,160000,30
11409,New Orleans,LA,SFA,National City,Bank,ARM,150121,160000,90
11410,New Orleans,LA,SFA,EDS CU,Credit Union,FR,550000,650000,60
11411,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,196481,60
11411,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,196481,REO
11412,New Orleans,LA,CO,BofA,Bank,FR,150121,175000,30
11413,New Orleans,LA,CO,BofA,Bank,FR,550000,700000,0
11414,New Orleans,LA,CO,Fifth Third,Thrift,FR,250638,275977,0
11415,New Orleans,LA,CO,National City,Bank,ARM,240287,296515,REO
11416,New Orleans,LA,CO,Wells,Bank,ARM,150121,101982,90
11417,New Orleans,LA,MF,Wells,Bank,ARM,550000,555555,0
11418,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,192172,196481,0
11419,New Orleans,LA,SFA,BofA,Bank,FR,150121,210000,30
11419,New Orleans,LA,SFA,BofA,Bank,FR,150121,210000,90
11420,New Orleans,LA,MF,Chase,Bank,ARM,550000,605000,60
11421,New Orleans,LA,SFA,Chase,Bank,FR,250638,275977,0
11422,New Orleans,LA,SFA,PHH,Mtg Company,FR,240287,296515,REO
11423,New Orleans,LA,MF,Wells,Bank,FR,325924,310281,60
11424,New Orleans,LA,CO,EDS CU,Credit Union,FR,550000,449533,90
11425,New Orleans,LA,CO,EDS CU,Credit Union,FR,192172,196481,60
11426,New Orleans,LA,CO,National City,Bank,ARM,150121,210000,0
11427,New Orleans,LA,CO,Chase,Bank,ARM,550000,570200,0
11428,New Orleans,LA,CO,PHH,Mtg Company,ARM,192172,196481,0
11429,New Orleans,LA,MF,Chase,Bank,FR,240287,296515,0
11430,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,325924,219316,30
11431,New Orleans,LA,SFA,First Horizon,Mtg Company,ARM,250638,275977,0
11432,New Orleans,LA,MF,National City,Bank,FR,192172,196481,30
11433,New Orleans,LA,SFA,EDS CU,Credit Union,FR,150121,101982,30
11434,New Orleans,LA,SFA,PHH,Mtg Company,FR,550000,449533,90
11435,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,160000,60
11436,New Orleans,LA,CO,BofA,Bank,FR,240287,296515,0
11437,New Orleans,LA,CO,Fifth Third,Thrift,ARM,325924,310281,60
11438,New Orleans,LA,CO,National City,Bank,ARM,250638,275977,0
11439,New Orleans,LA,CO,National City,Bank,ARM,192172,196481,60
11440,New Orleans,LA,CO,Wells,Bank,FR,150121,101982,30
11441,New Orleans,LA,MF,First Horizon,Mtg Company,FR,550000,449533,90
11442,New Orleans,LA,SFA,BofA,Bank,ARM,192172,196481,30
11443,New Orleans,LA,SFA,BofA,Bank,FR,150121,101982,30
11444,New Orleans,LA,MF,Chase,Bank,FR,325924,310281,0
11445,New Orleans,LA,SFA,PHH,Mtg Company,FR,250638,275977,0
11446,New Orleans,LA,SFA,Wells,Bank,FR,240287,296515,0
11447,New Orleans,LA,MF,Wells,Bank,FR,150121,101982,30
11447,New Orleans,LA,MF,Wells,Bank,FR,150121,101982,90
11448,New Orleans,LA,CO,First Horizon,Mtg Company,ARM,550000,449533,60
11449,New Orleans,LA,CO,Wells,Bank,ARM,192172,196481,60
11450,New Orleans,LA,CO,Fifth Third,Thrift,ARM,150121,101982,90
11451,New Orleans,LA,CO,Wells,Bank,FR,550000,449533,60
11452,New Orleans,LA,CO,PHH,Mtg Company,FR,250638,275977,0
11453,New Orleans,LA,MF,Chase,Bank,ARM,240287,296515,REO
11454,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,200000,0
11455,New Orleans,LA,SFA,Chase,Bank,FR,550000,650000,0
11456,New Orleans,LA,MF,National City,Bank,FR,192172,196481,0
11457,New Orleans,LA,SFA,EDS CU,Credit Union,FR,150121,230000,0
11458,New Orleans,LA,SFA,PHH,Mtg Company,FR,550000,555000,30
11459,New Orleans,LA,MF,EDS CU,Credit Union,ARM,250638,275977,0
11460,New Orleans,LA,CO,BofA,Bank,ARM,240287,296515,REO
11461,New Orleans,LA,CO,Fifth Third,Thrift,ARM,325924,340000,0
11462,New Orleans,LA,CO,National City,Bank,FR,550000,449533,90
11463,New Orleans,LA,CO,Fifth Third,Thrift,FR,192172,196481,30
11464,New Orleans,LA,CO,Wells,Bank,ARM,150121,215000,0
11465,New Orleans,LA,MF,First Horizon,Mtg Company,FR,550000,800000,0
11466,New Orleans,LA,SFA,BofA,Bank,FR,192172,196481,0
11467,New Orleans,LA,SFA,Fifth Third,Thrift,FR,240287,296515,0
11468,New Orleans,LA,MF,Fifth Third,Thrift,FR,150121,160000,30
11468,New Orleans,LA,MF,Fifth Third,Thrift,FR,150121,160000,90
11469,New Orleans,LA,SFA,BofA,Bank,FR,550000,650000,60
11470,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,192172,196481,60
11470,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,192172,196481,REO
11471,New Orleans,LA,MF,First Horizon,Mtg Company,ARM,150121,175000,30
11472,New Orleans,LA,CO,First Horizon,Mtg Company,ARM,550000,700000,0
11473,New Orleans,LA,CO,Wells,Bank,FR,250638,275977,0
11474,New Orleans,LA,CO,Fifth Third,Thrift,FR,240287,296515,REO
11475,New Orleans,LA,CO,PHH,Mtg Company,ARM,150121,101982,90
11476,New Orleans,LA,CO,PHH,Mtg Company,FR,550000,555555,0
11477,New Orleans,LA,MF,Chase,Bank,FR,192172,196481,0
11478,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,210000,30
11478,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,210000,90
11479,New Orleans,LA,SFA,National City,Bank,FR,550000,605000,60
11480,New Orleans,LA,MF,National City,Bank,FR,250638,275977,0
11481,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,240287,296515,REO
11482,New Orleans,LA,SFA,PHH,Mtg Company,ARM,325924,310281,60
11483,New Orleans,LA,MF,BofA,Bank,ARM,550000,449533,90
11484,New Orleans,LA,CO,BofA,Bank,FR,192172,196481,60
11485,New York,NY,MF,BofA,Bank,FR,150121,210000,0
11486,New York,NY,SFA,BofA,Bank,ARM,550000,570200,0
11487,New York,NY,SFA,BofA,Bank,FR,192172,196481,0
11488,New York,NY,MF,First Horizon,Mtg Company,FR,240287,296515,0
11489,New York,NY,SFA,Wells,Bank,FR,325924,219316,30
11490,New York,NY,CO,Fifth Third,Thrift,FR,250638,275977,0
11491,New York,NY,CO,Wells,Bank,FR,192172,196481,30
11492,New York,NY,SFA,PHH,Mtg Company,ARM,150121,101982,30
11493,New York,NY,CO,Chase,Bank,ARM,550000,449533,90
11494,New York,NY,CO,First Horizon,Mtg Company,FR,192172,160000,60
11495,New York,NY,SFA,Chase,Bank,FR,240287,296515,0
11496,New York,NY,MF,National City,Bank,FR,325924,310281,60
11497,New York,NY,MF,EDS CU,Credit Union,ARM,250638,275977,0
11498,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,60
11499,New York,NY,SFA,EDS CU,Credit Union,FR,150121,101982,30
11500,New York,NY,MF,BofA,Bank,FR,550000,449533,90
11501,New York,NY,SFA,Fifth Third,Thrift,FR,192172,196481,30
11502,New York,NY,CO,National City,Bank,FR,150121,101982,30
11503,New York,NY,CO,Fifth Third,Thrift,ARM,325924,310281,0
11504,New York,NY,SFA,Wells,Bank,ARM,250638,275977,0
11505,New York,NY,CO,First Horizon,Mtg Company,FR,240287,296515,0
